,height,weight,bmi_label,predict
2454,0.9,0.7875,normal,normal
2455,0.84,0.9875,fat,fat
2456,0.735,0.4375,thin,thin
2457,0.8,0.8875,fat,fat
2458,0.94,0.85,normal,normal
2459,0.87,0.7125,normal,normal
2460,0.84,0.975,fat,fat
2461,0.85,0.5125,thin,thin
2462,0.715,0.9625,fat,fat
2463,0.83,0.5375,thin,thin
2464,0.835,0.775,normal,normal
2465,0.775,0.7,normal,normal
2466,0.77,0.8625,fat,fat
2467,0.825,0.65,normal,normal
2468,0.925,0.45,thin,thin
2469,0.81,0.5125,thin,thin
2470,0.79,0.725,normal,normal
2471,0.68,0.4625,normal,normal
2472,0.69,0.4625,normal,normal
2473,0.97,0.9375,normal,normal
2474,0.615,0.8625,fat,fat
2475,0.68,0.6625,fat,fat
2476,0.66,0.8875,fat,fat
2477,0.98,0.5,thin,thin
2478,0.885,0.7,thin,thin
2479,0.955,0.475,thin,thin
2480,0.715,0.625,normal,normal
2481,0.825,0.8375,normal,normal
2482,0.95,0.6125,thin,thin
2483,0.98,0.85,thin,thin
2484,0.8,0.6125,normal,normal
2485,0.84,0.525,thin,thin
2486,0.975,0.675,thin,thin
2487,0.825,0.7,normal,normal
2488,1.0,0.8625,thin,thin
2489,0.775,0.475,thin,thin
2490,0.665,0.9375,fat,fat
2491,0.67,0.6625,fat,fat
2492,0.605,0.7375,fat,fat
2493,0.745,0.9625,fat,fat
2494,0.985,0.475,thin,thin
2495,0.615,0.5375,fat,fat
2496,0.76,0.6625,normal,normal
2497,0.795,0.8125,fat,fat
2498,0.67,0.4875,normal,normal
2499,0.91,0.6375,thin,thin
2500,0.955,0.4375,thin,thin
2501,0.92,0.775,thin,thin
2502,0.615,0.575,fat,fat
2503,0.865,0.9125,normal,normal
2504,0.885,0.5,thin,thin
2505,0.98,1.0,normal,normal
2506,0.695,0.5125,normal,normal
2507,0.935,0.575,thin,thin
2508,0.615,0.775,fat,fat
2509,0.645,0.55,fat,fat
2510,0.8,0.9375,fat,fat
2511,0.88,0.475,thin,thin
2512,0.88,0.8875,normal,normal
2513,0.93,0.4375,thin,thin
2514,0.805,0.625,normal,normal
2515,0.785,0.825,fat,fat
2516,0.81,0.625,normal,normal
2517,0.695,1.0,fat,fat
2518,0.965,0.4375,thin,thin
2519,0.775,1.0,fat,fat
2520,0.89,0.575,thin,thin
2521,0.83,0.575,thin,thin
2522,1.0,0.5125,thin,thin
2523,0.635,0.65,fat,fat
2524,0.775,0.825,fat,fat
2525,0.88,0.4625,thin,thin
2526,0.895,0.8,normal,normal
2527,0.62,0.7375,fat,fat
2528,0.73,0.7625,fat,fat
2529,0.605,0.6875,fat,fat
2530,0.81,0.8875,fat,fat
2531,0.625,0.675,fat,fat
2532,0.695,0.45,normal,normal
2533,0.97,0.4875,thin,thin
2534,0.69,0.975,fat,fat
2535,0.8,0.5625,thin,thin
2536,0.885,0.65,thin,thin
2537,0.81,0.4375,thin,thin
2538,0.795,0.6125,normal,normal
2539,0.95,0.85,normal,normal
2540,0.83,0.4375,thin,thin
2541,0.845,0.8875,normal,normal
2542,0.975,0.7375,thin,thin
2543,0.92,0.625,thin,thin
2544,0.635,0.85,fat,fat
2545,0.845,0.6125,thin,thin
2546,0.725,0.9875,fat,fat
2547,0.68,0.9375,fat,fat
2548,0.95,0.475,thin,thin
2549,0.74,0.6875,fat,fat
2550,0.67,0.6,fat,fat
2551,0.705,0.9875,fat,fat
2552,0.655,0.675,fat,fat
2553,0.855,0.9875,fat,fat
2554,0.98,0.6375,thin,thin
2555,0.895,0.775,normal,normal
2556,0.965,0.9875,normal,normal
2557,0.72,0.8,fat,fat
2558,0.71,0.9125,fat,fat
2559,0.68,0.6125,fat,fat
2560,0.865,0.925,normal,normal
2561,0.765,0.8625,fat,fat
2562,0.955,0.55,thin,thin
2563,0.84,0.5375,thin,thin
2564,0.955,0.5375,thin,thin
2565,0.79,0.625,normal,normal
2566,0.89,0.825,normal,normal
2567,0.99,0.6,thin,thin
2568,0.725,0.475,thin,thin
2569,0.795,0.875,fat,fat
2570,0.86,0.8375,normal,normal
2571,0.855,0.9,normal,normal
2572,0.685,0.8625,fat,fat
2573,0.68,0.9125,fat,fat
2574,0.61,0.8,fat,fat
2575,0.7,0.775,fat,fat
2576,0.915,0.8375,normal,normal
2577,0.71,0.625,normal,normal
2578,0.97,0.7,thin,thin
2579,0.65,0.8,fat,fat
2580,0.635,0.825,fat,fat
2581,0.935,0.975,normal,normal
2582,0.94,0.5875,thin,thin
2583,0.9,0.975,normal,normal
2584,0.7,0.7125,fat,fat
2585,0.91,0.7875,normal,normal
2586,0.6,0.525,fat,fat
2587,0.635,0.6875,fat,fat
2588,0.935,0.85,normal,normal
2589,0.87,0.4625,thin,thin
2590,0.89,0.5625,thin,thin
2591,0.98,0.8125,thin,thin
2592,0.815,0.7,normal,normal
2593,0.795,0.6875,normal,normal
2594,0.745,0.5125,thin,thin
2595,0.655,0.525,normal,normal
2596,0.605,0.875,fat,fat
2597,0.965,0.575,thin,thin
2598,0.845,0.7375,normal,normal
2599,0.755,0.625,normal,normal
2600,1.0,0.5875,thin,thin
2601,0.615,0.9875,fat,fat
2602,0.725,0.4375,thin,thin
2603,0.615,0.85,fat,fat
2604,0.825,0.6875,normal,normal
2605,0.68,0.8,fat,fat
2606,0.67,0.4875,normal,normal
2607,0.745,0.85,fat,fat
2608,0.96,0.4375,thin,thin
2609,0.955,0.5875,thin,thin
2610,0.645,0.575,fat,fat
2611,0.785,0.7625,normal,normal
2612,0.67,0.5,normal,normal
2613,0.74,0.4875,thin,thin
2614,0.87,0.975,fat,fat
2615,0.61,0.5,fat,fat
2616,0.655,0.875,fat,fat
2617,0.75,0.4625,thin,thin
2618,0.68,0.85,fat,fat
2619,0.755,0.4875,thin,thin
2620,0.94,0.8875,normal,normal
2621,0.82,0.8875,fat,fat
2622,0.77,0.4625,thin,thin
2623,0.9,0.6875,thin,thin
2624,0.7,0.4875,normal,normal
2625,0.65,0.575,fat,fat
2626,0.925,0.55,thin,thin
2627,0.755,0.8125,fat,fat
2628,0.66,0.4875,normal,normal
2629,0.98,0.9375,normal,normal
2630,0.74,0.5125,normal,normal
2631,0.985,0.8375,thin,thin
2632,0.745,0.6,normal,normal
2633,0.965,0.8875,normal,normal
2634,0.86,0.525,thin,thin
2635,0.82,0.75,normal,normal
2636,0.7,0.55,normal,normal
2637,0.765,0.575,normal,normal
2638,0.9,0.925,normal,normal
2639,0.745,0.475,thin,thin
2640,0.775,0.85,fat,fat
2641,0.925,0.5375,thin,thin
2642,0.725,0.8,fat,fat
2643,0.785,0.4375,thin,thin
2644,0.87,0.4625,thin,thin
2645,0.675,0.5375,normal,normal
2646,0.8,0.575,thin,thin
2647,0.875,0.5625,thin,thin
2648,0.845,0.9125,fat,fat
2649,0.99,0.9,thin,normal
2650,0.735,0.8375,fat,fat
2651,0.93,0.925,normal,normal
2652,0.605,0.45,normal,normal
2653,0.725,0.7875,fat,fat
2654,0.715,0.675,fat,fat
2655,0.89,0.875,normal,normal
2656,1.0,0.975,normal,normal
2657,0.79,0.4375,thin,thin
2658,0.675,0.85,fat,fat
2659,0.885,0.5375,thin,thin
2660,0.785,0.9625,fat,fat
2661,0.64,0.7,fat,fat
2662,0.605,0.825,fat,fat
2663,0.91,0.7375,thin,thin
2664,0.735,0.5625,normal,normal
2665,0.715,0.475,normal,normal
2666,0.955,0.475,thin,thin
2667,0.855,0.7125,normal,normal
2668,0.625,0.5625,fat,fat
2669,0.76,0.7375,fat,fat
2670,0.91,0.575,thin,thin
2671,0.605,0.5625,fat,fat
2672,0.67,0.8625,fat,fat
2673,0.645,0.8375,fat,fat
2674,0.88,0.775,normal,normal
2675,0.675,0.7875,fat,fat
2676,0.71,0.525,normal,normal
2677,0.77,0.8625,fat,fat
2678,0.855,0.725,normal,normal
2679,0.88,0.625,thin,thin
2680,0.805,0.675,normal,normal
2681,0.775,0.675,normal,normal
2682,0.865,0.5875,thin,thin
2683,0.695,0.5875,normal,normal
2684,0.765,0.7125,normal,normal
2685,0.69,0.9375,fat,fat
2686,0.655,0.9,fat,fat
2687,0.845,0.825,normal,normal
2688,0.74,0.95,fat,fat
2689,0.735,0.8125,fat,fat
2690,0.81,0.4375,thin,thin
2691,0.71,0.9875,fat,fat
2692,0.855,0.6375,thin,thin
2693,0.775,0.8375,fat,fat
2694,0.795,0.9125,fat,fat
2695,0.92,0.6625,thin,thin
2696,0.77,0.7375,normal,normal
2697,0.88,0.5125,thin,thin
2698,0.77,0.725,normal,normal
2699,0.895,0.775,normal,normal
2700,0.965,0.9875,normal,normal
2701,0.715,0.4875,normal,normal
2702,0.95,1.0,normal,normal
2703,0.61,0.85,fat,fat
2704,0.64,0.5125,fat,normal
2705,0.875,0.525,thin,thin
2706,0.905,0.6125,thin,thin
2707,0.62,0.75,fat,fat
2708,0.995,0.5625,thin,thin
2709,0.605,0.9375,fat,fat
2710,0.985,0.825,thin,thin
2711,0.815,0.9125,fat,fat
2712,0.765,0.9625,fat,fat
2713,0.765,0.8,fat,fat
2714,0.675,0.8875,fat,fat
2715,0.625,0.7125,fat,fat
2716,0.97,0.825,thin,thin
2717,0.765,0.475,thin,thin
2718,0.64,0.825,fat,fat
2719,0.775,0.6125,normal,normal
2720,0.645,0.95,fat,fat
2721,0.67,0.7125,fat,fat
2722,0.79,0.6625,normal,normal
2723,0.71,0.45,thin,thin
2724,0.68,0.775,fat,fat
2725,0.99,0.925,normal,normal
2726,0.99,0.4625,thin,thin
2727,0.605,0.8875,fat,fat
2728,0.965,0.4625,thin,thin
2729,0.78,0.5,thin,thin
2730,0.82,0.6,thin,thin
2731,0.89,0.9625,normal,normal
2732,0.835,0.875,fat,fat
2733,0.94,0.8625,normal,normal
2734,0.755,0.525,thin,thin
2735,0.645,0.5,normal,normal
2736,0.71,0.75,fat,fat
2737,0.625,0.8625,fat,fat
2738,0.64,0.525,fat,fat
2739,0.98,0.8,thin,thin
2740,0.65,0.6625,fat,fat
2741,0.965,0.5125,thin,thin
2742,0.795,0.8375,fat,fat
2743,0.695,0.875,fat,fat
2744,0.96,0.9375,normal,normal
2745,0.72,0.9875,fat,fat
2746,0.76,0.8,fat,fat
2747,0.635,0.875,fat,fat
2748,0.885,0.475,thin,thin
2749,0.935,0.95,normal,normal
2750,0.94,0.6625,thin,thin
2751,0.92,0.9625,normal,normal
2752,0.64,0.5625,fat,fat
2753,0.72,0.8125,fat,fat
2754,0.64,0.4625,normal,normal
2755,0.97,0.8,thin,thin
2756,0.94,0.975,normal,normal
2757,0.73,0.775,fat,fat
2758,0.865,0.5375,thin,thin
2759,0.77,0.5625,normal,normal
2760,0.74,0.875,fat,fat
2761,0.7,0.5,normal,normal
2762,0.87,0.8,normal,normal
2763,0.705,0.5125,normal,normal
2764,0.95,0.675,thin,thin
2765,0.87,0.4375,thin,thin
2766,0.635,0.4375,normal,normal
2767,0.865,0.9625,fat,fat
2768,0.92,0.9,normal,normal
2769,0.795,0.825,fat,fat
2770,0.88,0.625,thin,thin
2771,0.955,0.9,normal,normal
2772,0.665,0.725,fat,fat
2773,0.915,0.8875,normal,normal
2774,0.625,0.7,fat,fat
2775,0.83,0.8125,normal,normal
2776,0.875,0.7875,normal,normal
2777,0.85,0.5125,thin,thin
2778,0.76,0.575,normal,normal
2779,0.94,0.55,thin,thin
2780,0.74,0.925,fat,fat
2781,0.975,0.6625,thin,thin
2782,0.74,0.575,normal,normal
2783,0.67,0.875,fat,fat
2784,0.715,0.525,normal,normal
2785,0.95,0.6125,thin,thin
2786,0.675,0.875,fat,fat
2787,0.84,0.7125,normal,normal
2788,0.765,0.6,normal,normal
2789,0.62,0.5125,fat,fat
2790,0.795,0.4875,thin,thin
2791,0.945,0.825,thin,normal
2792,0.94,0.8,thin,thin
2793,0.705,0.5125,normal,normal
2794,0.67,0.725,fat,fat
2795,0.73,0.95,fat,fat
2796,0.97,0.675,thin,thin
2797,0.95,0.8,thin,thin
2798,0.85,0.7875,normal,normal
2799,0.855,0.7125,normal,normal
2800,0.99,0.6375,thin,thin
2801,0.93,0.675,thin,thin
2802,0.93,0.8125,normal,normal
2803,0.78,0.4625,thin,thin
2804,0.71,0.5875,normal,normal
2805,0.96,0.9875,normal,normal
2806,0.625,0.6625,fat,fat
2807,0.78,0.8375,fat,fat
2808,0.985,0.5875,thin,thin
2809,0.92,0.6875,thin,thin
2810,0.75,0.975,fat,fat
2811,0.685,0.75,fat,fat
2812,0.685,0.55,normal,normal
2813,0.83,0.5875,thin,thin
2814,0.995,0.95,normal,normal
2815,0.645,0.55,fat,fat
2816,0.78,0.975,fat,fat
2817,0.91,0.6625,thin,thin
2818,0.675,0.8375,fat,fat
2819,0.76,0.85,fat,fat
2820,0.885,0.475,thin,thin
2821,0.7,0.5375,normal,normal
2822,0.65,1.0,fat,fat
2823,0.82,0.5,thin,thin
2824,0.615,0.9125,fat,fat
2825,0.85,0.6,thin,thin
2826,0.95,0.975,normal,normal
2827,0.98,0.7875,thin,thin
2828,0.675,0.55,normal,normal
2829,0.915,0.5375,thin,thin
2830,0.695,0.575,normal,normal
2831,0.94,0.6,thin,thin
2832,0.85,0.5125,thin,thin
2833,0.665,0.5,normal,normal
2834,0.995,0.5125,thin,thin
2835,0.625,0.9875,fat,fat
2836,0.825,0.9375,fat,fat
2837,0.7,0.8,fat,fat
2838,0.74,0.5,thin,thin
2839,0.94,0.65,thin,thin
2840,0.6,0.9875,fat,fat
2841,0.79,0.55,thin,thin
2842,0.695,0.4375,thin,thin
2843,0.8,0.4625,thin,thin
2844,0.775,0.4375,thin,thin
2845,0.86,0.5625,thin,thin
2846,0.895,0.9,normal,normal
2847,0.79,0.6625,normal,normal
2848,0.685,0.85,fat,fat
2849,0.705,0.5875,normal,normal
2850,0.81,0.8875,fat,fat
2851,0.635,0.775,fat,fat
2852,0.745,0.6125,normal,normal
2853,0.63,0.6125,fat,fat
2854,0.78,0.6375,normal,normal
2855,0.695,0.65,fat,fat
2856,1.0,0.9,thin,normal
2857,0.705,0.7875,fat,fat
2858,0.61,0.7125,fat,fat
2859,0.66,0.4375,normal,normal
2860,0.81,0.7625,normal,normal
2861,0.765,0.55,normal,normal
2862,0.93,0.85,normal,normal
2863,0.835,0.675,normal,normal
2864,0.77,0.6375,normal,normal
2865,0.845,0.55,thin,thin
2866,0.69,0.775,fat,fat
2867,0.6,0.825,fat,fat
2868,0.695,0.7125,fat,fat
2869,0.615,0.4875,fat,fat
2870,0.975,0.9375,normal,normal
2871,0.94,0.6375,thin,thin
2872,0.705,0.675,fat,fat
2873,0.69,0.825,fat,fat
2874,0.64,0.4625,normal,normal
2875,0.995,0.475,thin,thin
2876,0.755,0.875,fat,fat
2877,0.94,0.6,thin,thin
2878,0.925,0.975,normal,normal
2879,0.73,0.625,normal,normal
2880,0.735,0.8375,fat,fat
2881,0.92,0.775,thin,thin
2882,0.7,0.8,fat,fat
2883,0.64,0.475,normal,normal
2884,0.87,0.625,thin,thin
2885,0.63,0.4375,normal,normal
2886,0.925,0.975,normal,normal
2887,0.975,0.475,thin,thin
2888,0.815,0.9875,fat,fat
2889,0.91,0.5125,thin,thin
2890,0.625,0.975,fat,fat
2891,0.945,0.7375,thin,thin
2892,0.78,0.8375,fat,fat
2893,0.96,0.9375,normal,normal
2894,0.925,0.7875,thin,normal
2895,0.61,0.9125,fat,fat
2896,1.0,0.75,thin,thin
2897,0.785,0.55,thin,thin
2898,0.755,0.875,fat,fat
2899,0.865,0.9875,fat,fat
2900,0.61,0.7875,fat,fat
2901,0.8,0.5875,thin,thin
2902,0.985,0.7,thin,thin
2903,0.99,0.725,thin,thin
2904,0.99,0.5625,thin,thin
2905,0.79,0.7125,normal,normal
2906,0.78,0.9375,fat,fat
2907,0.75,0.8875,fat,fat
2908,0.615,0.85,fat,fat
2909,0.825,0.6125,thin,thin
2910,0.925,0.7375,thin,thin
2911,0.99,0.825,thin,thin
2912,0.845,0.925,fat,fat
2913,0.97,0.6375,thin,thin
2914,0.76,0.5,thin,thin
2915,0.92,0.5,thin,thin
2916,0.9,0.6125,thin,thin
2917,0.92,0.725,thin,thin
2918,0.825,1.0,fat,fat
2919,0.755,0.825,fat,fat
2920,0.625,0.9125,fat,fat
2921,0.72,0.55,normal,normal
2922,0.965,0.8125,thin,thin
2923,0.955,0.5625,thin,thin
2924,0.755,0.6,normal,normal
2925,0.965,0.625,thin,thin
2926,0.9,0.9125,normal,normal
2927,0.705,0.65,fat,fat
2928,0.76,0.4375,thin,thin
2929,0.85,0.8875,normal,normal
2930,0.67,0.775,fat,fat
2931,0.94,0.8875,normal,normal
2932,0.81,0.6625,normal,normal
2933,0.885,0.8875,normal,normal
2934,0.685,0.475,normal,normal
2935,0.62,0.7,fat,fat
2936,0.71,0.575,normal,normal
2937,0.82,0.7375,normal,normal
2938,0.84,0.8875,fat,fat
2939,0.62,0.7375,fat,fat
2940,0.88,0.7125,thin,thin
2941,0.9,0.7125,thin,thin
2942,0.815,0.5,thin,thin
2943,0.885,0.85,normal,normal
2944,0.825,0.475,thin,thin
2945,0.86,0.5,thin,thin
2946,0.925,0.8625,normal,normal
2947,0.94,0.4375,thin,thin
2948,0.845,0.925,fat,fat
2949,1.0,0.8625,thin,thin
2950,0.835,0.9875,fat,fat
2951,0.95,0.8125,thin,thin
2952,0.7,0.8,fat,fat
2953,0.855,0.9625,fat,fat
2954,0.68,0.4625,normal,normal
2955,0.615,0.575,fat,fat
2956,0.795,0.8,fat,fat
2957,0.725,0.925,fat,fat
2958,0.735,0.675,normal,normal
2959,0.655,0.5875,fat,fat
2960,0.84,0.9,fat,fat
2961,0.64,1.0,fat,fat
2962,0.845,0.9625,fat,fat
2963,0.745,0.475,thin,thin
2964,0.9,0.6125,thin,thin
2965,0.94,0.5125,thin,thin
2966,0.74,0.6375,normal,normal
2967,0.68,0.575,normal,normal
2968,0.68,0.6375,fat,fat
2969,0.86,0.675,thin,thin
2970,0.89,0.725,thin,thin
2971,0.835,0.4375,thin,thin
2972,0.68,0.5,normal,normal
2973,0.68,0.6,fat,fat
2974,0.75,0.6125,normal,normal
2975,0.78,0.675,normal,normal
2976,0.685,0.4375,normal,normal
2977,0.905,1.0,normal,normal
2978,0.84,0.475,thin,thin
2979,0.995,0.8375,thin,thin
2980,0.88,0.825,normal,normal
2981,0.78,0.5375,thin,thin
2982,0.67,0.6,fat,fat
2983,0.765,0.9375,fat,fat
2984,0.695,0.6375,fat,fat
2985,0.72,0.5625,normal,normal
2986,0.98,0.5125,thin,thin
2987,0.68,0.95,fat,fat
2988,0.975,0.6625,thin,thin
2989,0.83,0.75,normal,normal
2990,0.725,0.45,thin,thin
2991,0.69,0.75,fat,fat
2992,0.68,0.875,fat,fat
2993,0.695,0.8375,fat,fat
2994,0.97,0.975,normal,normal
2995,0.695,0.475,normal,normal
2996,0.625,0.6,fat,fat
2997,0.675,0.775,fat,fat
2998,0.635,0.8875,fat,fat
2999,0.71,0.9125,fat,fat
3000,0.735,0.8,fat,fat
3001,0.795,0.55,thin,thin
3002,0.98,0.625,thin,thin
3003,0.97,0.55,thin,thin
3004,0.785,0.875,fat,fat
3005,0.985,0.7625,thin,thin
3006,0.87,0.5,thin,thin
3007,0.655,0.5,normal,normal
3008,0.745,0.7375,fat,fat
3009,0.745,0.7875,fat,fat
3010,0.605,0.6375,fat,fat
3011,0.635,0.475,normal,normal
3012,0.91,0.775,normal,normal
3013,0.89,0.6,thin,thin
3014,0.695,0.85,fat,fat
3015,0.82,0.55,thin,thin
3016,0.63,0.55,fat,fat
3017,0.93,0.9,normal,normal
3018,0.94,0.825,normal,normal
3019,0.77,0.5375,thin,thin
3020,0.89,0.9625,normal,normal
3021,0.915,0.475,thin,thin
3022,0.715,0.9,fat,fat
3023,0.735,0.4625,thin,thin
3024,0.7,0.6625,fat,fat
3025,0.705,0.95,fat,fat
3026,0.67,0.5125,normal,normal
3027,0.835,0.5,thin,thin
3028,0.915,0.6625,thin,thin
3029,0.96,0.4875,thin,thin
3030,0.705,0.8625,fat,fat
3031,0.83,0.4875,thin,thin
3032,0.745,0.7375,fat,fat
3033,0.705,0.7375,fat,fat
3034,0.78,0.975,fat,fat
3035,0.6,0.925,fat,fat
3036,0.925,0.925,normal,normal
3037,0.69,0.675,fat,fat
3038,0.63,0.8625,fat,fat
3039,0.875,0.775,normal,normal
3040,0.88,0.5,thin,thin
3041,0.765,0.8625,fat,fat
3042,0.605,0.9375,fat,fat
3043,0.795,0.9,fat,fat
3044,0.815,0.4875,thin,thin
3045,0.71,0.9,fat,fat
3046,0.615,0.65,fat,fat
3047,0.855,0.8,normal,normal
3048,0.865,0.825,normal,normal
3049,0.775,0.5875,normal,normal
3050,0.855,0.6125,thin,thin
3051,0.915,0.8625,normal,normal
3052,0.97,0.675,thin,thin
3053,0.9,0.9,normal,normal
3054,0.63,0.55,fat,fat
3055,0.625,0.4375,normal,normal
3056,0.675,0.45,normal,normal
3057,0.965,0.9375,normal,normal
3058,0.87,0.525,thin,thin
3059,0.86,0.7,normal,normal
3060,0.725,0.6625,fat,fat
3061,0.74,0.4625,thin,thin
3062,0.685,0.6375,fat,fat
3063,0.875,0.75,normal,normal
3064,1.0,0.725,thin,thin
3065,0.82,0.75,normal,normal
3066,0.615,0.625,fat,fat
3067,0.81,0.825,fat,fat
3068,0.735,1.0,fat,fat
3069,0.86,0.8375,normal,normal
3070,0.92,0.6875,thin,thin
3071,0.88,0.9375,normal,normal
3072,0.7,0.625,fat,fat
3073,0.69,0.5,normal,normal
3074,0.735,0.45,thin,thin
3075,0.99,0.725,thin,thin
3076,1.0,0.9375,normal,normal
3077,0.7,0.9375,fat,fat
3078,0.92,0.8,normal,normal
3079,0.755,1.0,fat,fat
3080,0.885,0.5875,thin,thin
3081,0.69,0.575,normal,normal
3082,0.805,0.575,thin,thin
3083,0.67,1.0,fat,fat
3084,0.795,0.75,normal,normal
3085,0.875,0.9375,normal,normal
3086,0.925,0.6875,thin,thin
3087,1.0,0.7,thin,thin
3088,0.72,0.5875,normal,normal
3089,0.75,0.6375,normal,normal
3090,0.975,0.9,normal,normal
3091,0.62,0.6,fat,fat
3092,0.675,0.6,fat,fat
3093,0.86,0.55,thin,thin
3094,0.645,0.775,fat,fat
3095,0.895,0.6875,thin,thin
3096,0.66,0.7125,fat,fat
3097,0.68,0.9375,fat,fat
3098,0.935,0.5125,thin,thin
3099,0.835,0.8875,fat,fat
3100,0.76,0.9875,fat,fat
3101,0.725,0.7625,fat,fat
3102,0.765,0.5375,thin,thin
3103,0.95,0.5625,thin,thin
3104,0.975,0.4875,thin,thin
3105,0.655,0.5625,fat,fat
3106,0.65,0.8125,fat,fat
3107,0.685,0.875,fat,fat
3108,0.93,0.9125,normal,normal
3109,0.845,0.7375,normal,normal
3110,0.71,0.775,fat,fat
3111,0.795,0.9375,fat,fat
3112,0.73,0.4875,thin,thin
3113,0.985,0.6625,thin,thin
3114,0.975,0.45,thin,thin
3115,0.98,0.75,thin,thin
3116,0.87,0.5375,thin,thin
3117,0.695,0.7875,fat,fat
3118,0.625,0.775,fat,fat
3119,0.8,0.8625,fat,fat
3120,0.625,0.6125,fat,fat
3121,0.615,0.825,fat,fat
3122,0.905,0.825,normal,normal
3123,0.715,0.7375,fat,fat
3124,0.985,0.7125,thin,thin
3125,0.89,0.7875,normal,normal
3126,0.765,0.5625,normal,normal
3127,0.905,0.5125,thin,thin
3128,0.89,0.575,thin,thin
3129,0.66,0.6,fat,fat
3130,0.935,0.9125,normal,normal
3131,0.64,0.7375,fat,fat
3132,0.63,0.775,fat,fat
3133,0.825,0.4875,thin,thin
3134,0.65,0.725,fat,fat
3135,0.77,0.9125,fat,fat
3136,1.0,0.9375,normal,normal
3137,0.805,0.8625,fat,fat
3138,0.85,0.4875,thin,thin
3139,0.66,0.625,fat,fat
3140,0.9,0.55,thin,thin
3141,0.795,0.7,normal,normal
3142,0.935,0.8,thin,normal
3143,0.935,0.45,thin,thin
3144,0.82,1.0,fat,fat
3145,0.8,0.775,normal,normal
3146,0.98,0.6875,thin,thin
3147,0.815,0.825,normal,normal
3148,0.77,0.9,fat,fat
3149,0.91,1.0,normal,normal
3150,0.97,0.6875,thin,thin
3151,0.885,0.8875,normal,normal
3152,0.69,0.9875,fat,fat
3153,0.9,0.4375,thin,thin
3154,0.715,0.675,fat,fat
3155,0.935,0.8375,normal,normal
3156,0.76,0.5375,normal,normal
3157,0.74,0.7125,fat,fat
3158,0.945,0.9625,normal,normal
3159,0.7,0.5125,normal,normal
3160,0.645,0.8625,fat,fat
3161,0.915,0.5,thin,thin
3162,0.62,0.925,fat,fat
3163,0.66,0.65,fat,fat
3164,0.945,0.45,thin,thin
3165,0.635,0.75,fat,fat
3166,0.895,0.575,thin,thin
3167,0.705,0.4375,thin,thin
3168,0.665,0.925,fat,fat
3169,0.89,0.9875,normal,normal
3170,0.885,0.7875,normal,normal
3171,0.64,0.5125,fat,normal
3172,0.6,1.0,fat,fat
3173,0.885,0.8,normal,normal
3174,0.945,0.7,thin,thin
3175,0.845,0.85,normal,normal
3176,0.995,0.4875,thin,thin
3177,0.92,0.9125,normal,normal
3178,0.935,0.9625,normal,normal
3179,0.605,0.6625,fat,fat
3180,0.825,0.7125,normal,normal
3181,0.785,0.625,normal,normal
3182,0.635,0.7125,fat,fat
3183,0.645,0.925,fat,fat
3184,0.745,0.475,thin,thin
3185,0.95,0.775,thin,thin
3186,0.745,0.975,fat,fat
3187,0.845,0.5875,thin,thin
3188,1.0,0.7125,thin,thin
3189,0.995,0.85,thin,thin
3190,0.895,0.8,normal,normal
3191,0.715,0.5625,normal,normal
3192,0.79,0.475,thin,thin
3193,0.71,0.7,fat,fat
3194,0.93,0.45,thin,thin
3195,0.65,0.4625,normal,normal
3196,0.86,0.4875,thin,thin
3197,0.865,0.9875,fat,fat
3198,0.61,0.825,fat,fat
3199,0.73,0.55,normal,normal
3200,0.92,0.5,thin,thin
3201,0.96,0.85,thin,normal
3202,0.765,0.4875,thin,thin
3203,0.745,0.6875,normal,normal
3204,0.765,0.6375,normal,normal
3205,0.75,0.75,fat,fat
3206,0.605,0.725,fat,fat
3207,0.6,0.575,fat,fat
3208,0.79,0.9875,fat,fat
3209,0.99,0.6125,thin,thin
3210,0.855,0.5375,thin,thin
3211,0.845,0.8375,normal,normal
3212,0.705,0.9625,fat,fat
3213,0.665,0.65,fat,fat
3214,0.95,0.7375,thin,thin
3215,0.82,0.725,normal,normal
3216,0.84,0.875,normal,normal
3217,0.615,0.6625,fat,fat
3218,0.69,0.65,fat,fat
3219,0.62,0.9875,fat,fat
3220,0.635,0.725,fat,fat
3221,0.735,0.55,normal,normal
3222,0.83,0.575,thin,thin
3223,0.87,0.9125,normal,normal
3224,0.67,0.4375,normal,normal
3225,0.72,0.675,fat,fat
3226,0.725,0.6625,fat,fat
3227,0.61,0.8875,fat,fat
3228,0.97,0.9,normal,normal
3229,0.89,0.625,thin,thin
3230,0.815,0.6,thin,thin
3231,0.74,0.875,fat,fat
3232,0.97,0.4375,thin,thin
3233,0.725,0.75,fat,fat
3234,0.65,0.6,fat,fat
3235,0.855,0.775,normal,normal
3236,0.94,0.9875,normal,normal
3237,0.785,0.8625,fat,fat
3238,0.895,0.8625,normal,normal
3239,0.64,0.7,fat,fat
3240,0.64,0.5,normal,normal
3241,0.78,0.5875,normal,normal
3242,0.795,0.4375,thin,thin
3243,0.685,0.7,fat,fat
3244,0.79,0.725,normal,normal
3245,0.905,0.9,normal,normal
3246,0.675,0.4875,normal,normal
3247,0.6,0.5625,fat,fat
3248,0.78,0.775,fat,fat
3249,0.74,0.8375,fat,fat
3250,0.625,0.7625,fat,fat
3251,0.9,0.925,normal,normal
